,video,audio,label,center
18340,speaker089_0000,speaker089_0000,1,36
18341,speaker326_0039,speaker326_0039,0,72
18342,speaker190_0003,speaker190_0003,1,2
18343,speaker175_0002,speaker175_0002,0,1
18344,speaker255_0002,speaker255_0002,1,46
18345,speaker107_0002,speaker107_0003,0,21
18346,speaker266_0000,speaker266_0000,0,29
18347,speaker219_0011,speaker219_0011,1,100
18348,speaker222_0003,speaker222_0008,0,10
18349,speaker275_0012,speaker275_0012,1,98
18350,speaker231_0001,speaker231_0001,1,111
18351,speaker058_0013,speaker058_0013,1,16
18352,speaker326_0045,speaker326_0045,1,1
18353,speaker329_0006,speaker329_0006,1,46
18354,speaker075_0009,speaker075_0000,0,35
18355,speaker281_0047,speaker281_0047,0,67
18356,speaker271_0008,speaker271_0008,1,34
18357,speaker239_0006,speaker239_0006,0,48
18358,speaker130_0004,speaker130_0002,0,22
18359,speaker245_0001,speaker245_0001,1,60
18360,speaker206_0002,speaker206_0004,0,26
18361,speaker133_0002,speaker133_0002,0,19
18362,speaker307_0002,speaker307_0002,1,62
18363,speaker137_0003,speaker137_0003,1,74
18364,speaker250_0000,speaker250_0000,1,14
18365,speaker158_0005,speaker158_0005,1,25
18366,speaker037_0038,speaker037_0038,0,11
18367,speaker124_0000,speaker083_0000,0,57
18368,speaker202_0010,speaker202_0002,0,31
18369,speaker179_0010,speaker179_0010,1,41
18370,speaker248_0002,speaker248_0002,1,24
18371,speaker304_0005,speaker304_0005,1,22
18372,speaker082_0000,speaker082_0000,1,57
18373,speaker332_0001,speaker332_0001,1,56
18374,speaker304_0001,speaker304_0001,1,19
18375,speaker123_0002,speaker123_0002,1,42
18376,speaker070_0011,speaker070_0011,1,29
18377,speaker060_0000,speaker060_0000,1,23
18378,speaker206_0003,speaker206_0000,0,6
18379,speaker101_0003,speaker101_0003,0,68
18380,speaker091_0013,speaker091_0019,0,36
18381,speaker332_0004,speaker035_0020,0,25
18382,speaker129_0001,speaker129_0001,0,3
18383,speaker206_0003,speaker206_0003,1,15
18384,speaker259_0001,speaker259_0003,0,5
18385,speaker202_0016,speaker202_0016,1,15
18386,speaker281_0021,speaker281_0021,1,127
18387,speaker226_0021,speaker226_0007,0,55
18388,speaker123_0002,speaker123_0000,0,5
18389,speaker167_0000,speaker053_0005,0,3
18390,speaker213_0002,speaker213_0002,1,18
18391,speaker243_0001,speaker243_0001,1,20
18392,speaker259_0003,speaker259_0003,1,6
18393,speaker008_0029,speaker008_0029,1,52
18394,speaker037_0039,speaker037_0031,0,4
18395,speaker294_0001,speaker294_0001,1,13
18396,speaker327_0009,speaker327_0009,1,38
18397,speaker043_0011,speaker043_0011,1,33
18398,speaker177_0001,speaker177_0001,0,38
18399,speaker079_0000,speaker079_0000,0,16
18400,speaker279_0003,speaker279_0003,1,17
18401,speaker171_0002,speaker171_0002,1,16
18402,speaker192_0014,speaker192_0014,1,12
18403,speaker226_0030,speaker226_0030,0,44
18404,speaker275_0000,speaker275_0025,0,25
18405,speaker137_0003,speaker137_0003,0,18
18406,speaker245_0001,speaker245_0001,1,47
18407,speaker084_0000,speaker117_0001,0,56
18408,speaker334_0004,speaker334_0002,0,134
18409,speaker087_0001,speaker087_0001,1,95
18410,speaker096_0000,speaker114_0000,0,4
18411,speaker087_0001,speaker087_0001,0,69
18412,speaker096_0003,speaker096_0003,0,28
18413,speaker053_0004,speaker053_0004,1,3
18414,speaker181_0000,speaker181_0001,0,15
18415,speaker252_0010,speaker252_0010,0,20
18416,speaker229_0000,speaker107_0001,0,53
18417,speaker091_0012,speaker091_0012,1,45
18418,speaker233_0009,speaker233_0009,1,85
18419,speaker244_0000,speaker097_0000,0,44
18420,speaker194_0003,speaker194_0003,1,103
18421,speaker215_0002,speaker215_0002,0,147
18422,speaker277_0003,speaker277_0003,0,129
18423,speaker211_0001,speaker211_0001,0,34
18424,speaker221_0005,speaker221_0005,1,2
18425,speaker179_0002,speaker075_0000,0,36
18426,speaker332_0005,speaker332_0000,0,45
18427,speaker194_0000,speaker194_0000,1,11
18428,speaker315_0022,speaker124_0000,0,30
18429,speaker202_0021,speaker202_0021,1,77
18430,speaker259_0002,speaker259_0001,0,16
18431,speaker243_0000,speaker243_0000,0,82
18432,speaker120_0001,speaker304_0015,0,44
18433,speaker329_0007,speaker332_0000,0,55
18434,speaker211_0001,speaker211_0001,1,28
18435,speaker323_0011,speaker120_0001,0,26
18436,speaker241_0004,speaker241_0004,1,2
18437,speaker041_0014,speaker041_0014,1,13
18438,speaker060_0003,speaker060_0003,0,3
18439,speaker175_0000,speaker175_0000,1,84
18440,speaker320_0005,speaker320_0005,1,103
18441,speaker160_0001,speaker160_0001,1,71
18442,speaker084_0000,speaker084_0000,1,13
18443,speaker054_0009,speaker030_0020,0,9
18444,speaker078_0001,speaker078_0001,1,29
18445,speaker333_0002,speaker333_0002,0,32
18446,speaker132_0010,speaker132_0010,1,51
18447,speaker036_0044,speaker036_0044,0,51
18448,speaker289_0001,speaker275_0000,0,103
18449,speaker021_0007,speaker021_0007,0,46
18450,speaker281_0015,speaker281_0015,1,155
18451,speaker153_0005,speaker153_0005,0,30
18452,speaker180_0004,speaker180_0004,1,0
18453,speaker220_0000,speaker220_0000,1,1
18454,speaker301_0003,speaker190_0003,0,62
18455,speaker115_0000,speaker115_0000,1,11
18456,speaker070_0018,speaker070_0018,1,23
18457,speaker269_0000,speaker114_0000,0,70
18458,speaker087_0001,speaker325_0003,0,69
18459,speaker096_0006,speaker202_0008,0,165
18460,speaker175_0001,speaker175_0001,1,23
18461,speaker175_0003,speaker140_0002,0,36
18462,speaker333_0000,speaker333_0000,1,33
18463,speaker315_0028,speaker082_0000,0,186
18464,speaker173_0007,speaker173_0007,1,64
18465,speaker333_0002,speaker178_0000,0,47
18466,speaker331_0000,speaker215_0000,0,34
18467,speaker132_0004,speaker132_0008,0,6
18468,speaker307_0000,speaker307_0000,1,63
18469,speaker186_0002,speaker186_0002,1,31
18470,speaker294_0001,speaker294_0000,0,62
18471,speaker252_0025,speaker252_0020,0,31
18472,speaker329_0006,speaker117_0002,0,149
18473,speaker248_0011,speaker279_0002,0,23
18474,speaker326_0045,speaker326_0024,0,103
18475,speaker063_0001,speaker063_0001,0,51
18476,speaker195_0004,speaker195_0001,0,19
18477,speaker325_0000,speaker325_0000,1,106
18478,speaker131_0001,speaker131_0001,0,25
18479,speaker195_0001,speaker195_0002,0,36
18480,speaker259_0002,speaker259_0002,1,38
18481,speaker131_0000,speaker131_0001,0,34
18482,speaker324_0000,speaker324_0000,0,97
18483,speaker286_0003,speaker286_0003,1,0
18484,speaker219_0011,speaker219_0011,1,21
18485,speaker087_0001,speaker281_0014,0,101
18486,speaker104_0003,speaker104_0003,1,67
18487,speaker333_0002,speaker333_0001,0,2
18488,speaker133_0003,speaker133_0003,0,143
18489,speaker058_0021,speaker058_0022,0,8
18490,speaker140_0000,speaker140_0000,0,24
18491,speaker099_0013,speaker099_0013,1,12
18492,speaker161_0000,speaker161_0000,1,29
18493,speaker021_0003,speaker021_0003,1,9
18494,speaker099_0004,speaker099_0020,0,69
18495,speaker041_0034,speaker041_0034,1,49
18496,speaker260_0004,speaker260_0005,0,138
18497,speaker271_0012,speaker271_0012,1,121
18498,speaker173_0007,speaker269_0000,0,12
18499,speaker333_0002,speaker333_0000,0,9
18500,speaker091_0009,speaker091_0009,1,43
18501,speaker123_0001,speaker123_0002,0,28
18502,speaker179_0000,speaker179_0010,0,19
18503,speaker097_0000,speaker097_0001,0,114
18504,speaker329_0006,speaker277_0015,0,91
18505,speaker173_0005,speaker015_0028,0,3
18506,speaker192_0028,speaker192_0028,1,122
18507,speaker294_0001,speaker294_0001,1,107
18508,speaker307_0002,speaker307_0002,1,8
18509,speaker079_0000,speaker079_0000,0,54
18510,speaker265_0002,speaker265_0000,0,41
18511,speaker241_0005,speaker229_0002,0,8
18512,speaker243_0000,speaker243_0000,0,35
18513,speaker160_0000,speaker160_0000,1,58
18514,speaker133_0001,speaker133_0001,0,47
18515,speaker222_0019,speaker222_0019,1,51
18516,speaker243_0000,speaker243_0000,0,129
18517,speaker054_0021,speaker054_0021,1,71
18518,speaker170_0004,speaker170_0000,0,25
18519,speaker067_0000,speaker067_0000,0,21
18520,speaker180_0002,speaker180_0002,0,3
18521,speaker260_0016,speaker260_0016,1,13
18522,speaker015_0019,speaker015_0019,1,35
18523,speaker180_0001,speaker180_0004,0,38
18524,speaker058_0024,speaker219_0014,0,32
18525,speaker286_0000,speaker286_0000,1,124
18526,speaker329_0002,speaker329_0002,1,100
18527,speaker130_0003,speaker130_0003,1,2
18528,speaker200_0001,speaker200_0001,1,16
18529,speaker183_0001,speaker183_0001,0,25
18530,speaker157_0003,speaker157_0003,1,9
18531,speaker276_0005,speaker276_0005,0,53
18532,speaker035_0001,speaker172_0003,0,28
18533,speaker107_0000,speaker107_0000,1,139
18534,speaker192_0012,speaker192_0027,0,143
18535,speaker222_0009,speaker219_0003,0,25
18536,speaker079_0000,speaker322_0001,0,53
18537,speaker250_0001,speaker250_0001,1,41
18538,speaker275_0016,speaker275_0016,1,1
18539,speaker236_0000,speaker236_0000,0,79
18540,speaker237_0005,speaker237_0000,0,2
18541,speaker129_0001,speaker129_0000,0,28
18542,speaker034_0013,speaker034_0013,1,10
18543,speaker087_0001,speaker131_0000,0,107
18544,speaker170_0002,speaker170_0002,1,60
18545,speaker243_0002,speaker243_0003,0,8
18546,speaker244_0000,speaker244_0000,0,16
18547,speaker157_0005,speaker157_0002,0,96
18548,speaker225_0002,speaker225_0002,1,48
18549,speaker332_0004,speaker332_0004,0,257
18550,speaker085_0000,speaker085_0000,0,3
18551,speaker266_0000,speaker266_0000,1,54
18552,speaker186_0013,speaker186_0013,0,34
18553,speaker075_0003,speaker075_0003,1,73
18554,speaker312_0014,speaker312_0014,1,8
18555,speaker225_0002,speaker225_0002,1,37
18556,speaker194_0003,speaker194_0003,1,14
18557,speaker239_0006,speaker021_0002,0,44
18558,speaker030_0018,speaker030_0018,1,76
18559,speaker241_0004,speaker327_0007,0,21
18560,speaker156_0000,speaker156_0001,0,22
18561,speaker038_0052,speaker038_0052,0,60
18562,speaker323_0001,speaker323_0001,1,58
18563,speaker215_0003,speaker215_0003,1,42
18564,speaker053_0000,speaker053_0000,1,24
18565,speaker200_0001,speaker200_0001,1,34
18566,speaker063_0021,speaker063_0021,1,60
18567,speaker317_0006,speaker317_0007,0,61
18568,speaker221_0000,speaker221_0003,0,11
18569,speaker117_0000,speaker079_0000,0,105
18570,speaker281_0022,speaker281_0009,0,12
18571,speaker324_0002,speaker324_0002,1,48
18572,speaker209_0001,speaker190_0003,0,120
18573,speaker156_0001,speaker156_0001,1,26
18574,speaker259_0003,speaker259_0003,0,73
18575,speaker099_0000,speaker099_0000,1,49
18576,speaker333_0000,speaker333_0000,0,54
18577,speaker034_0004,speaker034_0004,1,15
18578,speaker326_0035,speaker326_0035,1,30
18579,speaker171_0005,speaker171_0005,0,27
18580,speaker158_0005,speaker158_0005,0,12
18581,speaker331_0000,speaker331_0000,1,67
18582,speaker202_0017,speaker202_0024,0,96
18583,speaker186_0011,speaker186_0011,0,1
18584,speaker015_0039,speaker015_0023,0,17
18585,speaker121_0000,speaker121_0000,0,69
18586,speaker332_0006,speaker332_0006,1,199
18587,speaker128_0001,speaker128_0000,0,38
18588,speaker322_0002,speaker322_0001,0,133
18589,speaker260_0020,speaker260_0020,1,29
18590,speaker021_0007,speaker021_0007,1,65
18591,speaker213_0002,speaker213_0002,1,28
18592,speaker331_0000,speaker331_0002,0,67
18593,speaker326_0044,speaker326_0044,1,11
18594,speaker044_0031,speaker044_0031,1,12
18595,speaker245_0000,speaker132_0003,0,11
18596,speaker089_0000,speaker089_0000,1,44
18597,speaker332_0005,speaker332_0005,1,112
18598,speaker128_0001,speaker281_0027,0,38
18599,speaker172_0004,speaker172_0004,0,43
18600,speaker151_0002,speaker151_0002,1,44
18601,speaker325_0010,speaker325_0010,1,51
18602,speaker192_0003,speaker192_0014,0,14
18603,speaker129_0001,speaker075_0004,0,5
18604,speaker229_0002,speaker333_0001,0,2
18605,speaker276_0009,speaker276_0009,1,71
18606,speaker044_0012,speaker044_0012,1,181
18607,speaker180_0003,speaker180_0004,0,21
18608,speaker067_0001,speaker067_0001,1,86
18609,speaker099_0016,speaker099_0016,0,52
18610,speaker250_0001,speaker250_0000,0,4
18611,speaker096_0005,speaker096_0005,1,197
18612,speaker192_0018,speaker192_0018,1,71
18613,speaker239_0006,speaker239_0006,1,12
18614,speaker288_0012,speaker288_0007,0,143
18615,speaker128_0000,speaker128_0000,1,16
18616,speaker091_0013,speaker091_0013,0,30
18617,speaker142_0006,speaker142_0006,1,28
18618,speaker072_0000,speaker072_0000,0,92
18619,speaker054_0012,speaker054_0012,0,6
18620,speaker265_0000,speaker265_0000,0,13
18621,speaker171_0000,speaker171_0000,1,68
18622,speaker222_0019,speaker222_0019,0,70
18623,speaker229_0001,speaker229_0001,0,69
18624,speaker307_0004,speaker233_0008,0,82
18625,speaker101_0002,speaker101_0002,1,27
18626,speaker137_0000,speaker137_0000,0,12
18627,speaker202_0007,speaker202_0007,1,112
18628,speaker279_0003,speaker279_0003,1,45
18629,speaker323_0003,speaker323_0003,1,2
18630,speaker115_0000,speaker259_0000,0,8
18631,speaker216_0004,speaker216_0004,0,40
18632,speaker067_0001,speaker067_0001,0,42
18633,speaker181_0000,speaker181_0001,0,38
18634,speaker180_0004,speaker180_0004,1,46
18635,speaker307_0002,speaker307_0002,1,33
18636,speaker334_0004,speaker334_0004,1,141
18637,speaker104_0001,speaker248_0001,0,75
18638,speaker329_0000,speaker329_0000,1,145
18639,speaker158_0006,speaker158_0002,0,29
18640,speaker255_0002,speaker255_0001,0,96
18641,speaker107_0000,speaker107_0002,0,128
18642,speaker158_0006,speaker158_0006,1,21
18643,speaker079_0000,speaker079_0000,1,34
18644,speaker284_0004,speaker284_0004,1,10
18645,speaker054_0014,speaker054_0015,0,103
18646,speaker036_0022,speaker036_0022,1,13
18647,speaker226_0004,speaker226_0004,1,193
18648,speaker105_0000,speaker105_0000,0,33
18649,speaker157_0005,speaker157_0002,0,35
18650,speaker085_0000,speaker214_0002,0,37
18651,speaker122_0000,speaker122_0000,1,14
18652,speaker222_0006,speaker222_0006,0,157
18653,speaker241_0002,speaker241_0002,1,23
18654,speaker236_0000,speaker236_0000,1,80
18655,speaker334_0002,speaker122_0001,0,114
18656,speaker107_0003,speaker107_0003,1,27
18657,speaker117_0001,speaker117_0001,1,38
18658,speaker099_0009,speaker099_0004,0,13
18659,speaker117_0002,speaker117_0002,1,4
18660,speaker079_0000,speaker333_0001,0,6
18661,speaker123_0002,speaker123_0002,1,7
18662,speaker041_0037,speaker041_0037,1,43
18663,speaker250_0000,speaker250_0000,1,12
18664,speaker070_0013,speaker070_0013,1,27
18665,speaker243_0004,speaker243_0004,1,6
18666,speaker034_0003,speaker034_0003,1,127
18667,speaker128_0000,speaker128_0000,0,70
18668,speaker275_0014,speaker275_0014,1,141
18669,speaker097_0000,speaker097_0000,0,53
18670,speaker181_0001,speaker181_0001,1,4
18671,speaker216_0002,speaker312_0013,0,7
18672,speaker053_0005,speaker213_0001,0,2
18673,speaker286_0003,speaker286_0003,1,20
18674,speaker181_0001,speaker181_0001,1,3
18675,speaker129_0001,speaker129_0000,0,19
18676,speaker175_0003,speaker175_0003,1,33
18677,speaker058_0002,speaker058_0001,0,87
18678,speaker122_0000,speaker122_0000,1,78
18679,speaker158_0006,speaker158_0006,0,73
18680,speaker294_0001,speaker294_0001,1,42
18681,speaker161_0003,speaker266_0000,0,29
18682,speaker060_0002,speaker060_0002,1,20
18683,speaker180_0004,speaker180_0004,1,15
18684,speaker334_0001,speaker334_0001,1,14
18685,speaker225_0002,speaker225_0002,1,15
18686,speaker035_0002,speaker035_0002,1,64
18687,speaker331_0000,speaker331_0000,1,51
18688,speaker054_0016,speaker101_0001,0,89
18689,speaker237_0003,speaker237_0003,1,30
18690,speaker308_0007,speaker108_0000,0,142
18691,speaker070_0021,speaker070_0021,1,27
18692,speaker177_0002,speaker177_0002,0,44
18693,speaker137_0003,speaker137_0003,1,19
18694,speaker053_0002,speaker053_0002,1,60
18695,speaker175_0000,speaker175_0002,0,155
18696,speaker036_0010,speaker036_0033,0,16
18697,speaker220_0014,speaker220_0013,0,30
18698,speaker323_0011,speaker323_0011,1,38
18699,speaker209_0003,speaker158_0000,0,132
18700,speaker036_0007,speaker036_0007,1,22
18701,speaker250_0001,speaker072_0000,0,6
18702,speaker320_0005,speaker317_0003,0,114
18703,speaker099_0004,speaker099_0004,1,24
18704,speaker115_0001,speaker115_0001,0,16
18705,speaker244_0000,speaker131_0000,0,6
18706,speaker120_0000,speaker120_0000,1,33
18707,speaker137_0003,speaker137_0002,0,61
18708,speaker277_0005,speaker277_0005,1,8
18709,speaker114_0000,speaker114_0000,1,37
18710,speaker266_0000,speaker266_0000,1,59
18711,speaker206_0006,speaker206_0008,0,66
18712,speaker161_0003,speaker161_0009,0,27
18713,speaker307_0002,speaker307_0002,1,71
18714,speaker229_0003,speaker229_0001,0,25
18715,speaker322_0000,speaker322_0000,0,142
18716,speaker209_0002,speaker209_0002,1,71
18717,speaker308_0006,speaker308_0004,0,70
18718,speaker237_0002,speaker237_0002,1,13
18719,speaker173_0000,speaker173_0001,0,33
18720,speaker202_0012,speaker202_0012,1,82
18721,speaker277_0001,speaker245_0001,0,84
18722,speaker333_0002,speaker333_0001,0,9
18723,speaker237_0001,speaker237_0001,1,1
18724,speaker308_0003,speaker308_0003,1,139
18725,speaker213_0000,speaker216_0002,0,14
18726,speaker225_0001,speaker225_0001,0,81
18727,speaker043_0006,speaker043_0006,1,30
18728,speaker255_0000,speaker255_0001,0,71
18729,speaker180_0002,speaker180_0002,1,21
18730,speaker324_0009,speaker181_0002,0,76
18731,speaker307_0002,speaker180_0002,0,53
18732,speaker084_0000,speaker084_0000,1,57
18733,speaker015_0036,speaker015_0036,1,35
18734,speaker213_0001,speaker213_0001,1,75
18735,speaker067_0000,speaker067_0000,1,85
18736,speaker255_0001,speaker036_0007,0,5
18737,speaker213_0000,speaker213_0000,1,18
18738,speaker036_0014,speaker036_0009,0,5
18739,speaker183_0001,speaker091_0015,0,43
18740,speaker203_0011,speaker067_0000,0,6
18741,speaker041_0017,speaker041_0017,1,32
18742,speaker289_0000,speaker289_0000,1,6
18743,speaker008_0011,speaker008_0011,0,81
18744,speaker037_0033,speaker037_0033,1,83
18745,speaker096_0002,speaker096_0002,1,59
18746,speaker015_0040,speaker222_0017,0,6
18747,speaker323_0012,speaker269_0000,0,140
18748,speaker211_0000,speaker226_0021,0,14
18749,speaker058_0022,speaker058_0022,1,15
18750,speaker241_0001,speaker241_0001,1,8
18751,speaker130_0001,speaker130_0000,0,19
18752,speaker101_0002,speaker101_0003,0,89
18753,speaker178_0000,speaker178_0001,0,107
18754,speaker327_0008,speaker245_0000,0,43
18755,speaker099_0020,speaker099_0020,1,105
18756,speaker117_0000,speaker121_0003,0,48
18757,speaker162_0001,speaker128_0000,0,7
18758,speaker131_0000,speaker131_0001,0,24
18759,speaker177_0001,speaker171_0000,0,50
18760,speaker038_0002,speaker038_0002,0,38
18761,speaker117_0002,speaker117_0000,0,68
18762,speaker289_0001,speaker289_0001,1,15
18763,speaker226_0005,speaker226_0005,1,89
18764,speaker331_0002,speaker331_0002,1,62
18765,speaker277_0004,speaker277_0004,1,0
18766,speaker308_0003,speaker041_0000,0,157
18767,speaker104_0000,speaker104_0000,1,9
18768,speaker215_0004,speaker215_0004,1,12
18769,speaker304_0016,speaker304_0016,0,55
18770,speaker233_0001,speaker233_0001,1,57
18771,speaker171_0005,speaker171_0002,0,47
18772,speaker320_0000,speaker320_0000,1,176
18773,speaker225_0000,speaker333_0002,0,129
18774,speaker215_0001,speaker215_0001,0,51
18775,speaker089_0000,speaker315_0013,0,5
18776,speaker312_0008,speaker172_0006,0,45
18777,speaker327_0010,speaker327_0010,1,7
18778,speaker329_0002,speaker329_0008,0,62
18779,speaker317_0005,speaker317_0005,1,144
18780,speaker161_0007,speaker161_0007,0,49
18781,speaker036_0001,speaker036_0001,1,67
18782,speaker044_0016,speaker269_0000,0,16
18783,speaker058_0019,speaker058_0019,1,27
18784,speaker281_0015,speaker281_0017,0,89
18785,speaker202_0005,speaker281_0014,0,43
18786,speaker177_0002,speaker177_0001,0,60
18787,speaker277_0011,speaker277_0004,0,42
18788,speaker202_0020,speaker202_0020,1,43
18789,speaker241_0004,speaker241_0004,1,35
18790,speaker117_0000,speaker117_0000,1,70
18791,speaker173_0012,speaker173_0012,1,0
18792,speaker206_0005,speaker206_0005,0,54
18793,speaker260_0014,speaker260_0003,0,95
18794,speaker161_0008,speaker161_0008,0,59
18795,speaker087_0001,speaker229_0000,0,4
18796,speaker281_0049,speaker281_0049,1,128
18797,speaker304_0014,speaker304_0012,0,49
18798,speaker216_0004,speaker213_0002,0,26
18799,speaker054_0010,speaker054_0005,0,71
18800,speaker237_0005,speaker237_0005,1,19
18801,speaker181_0002,speaker181_0002,1,13
18802,speaker276_0010,speaker129_0000,0,173
18803,speaker186_0013,speaker186_0013,1,102
18804,speaker171_0002,speaker171_0002,1,79
18805,speaker233_0017,speaker233_0017,1,138
18806,speaker202_0004,speaker202_0004,1,32
18807,speaker195_0003,speaker195_0003,1,29
18808,speaker294_0000,speaker294_0000,1,66
18809,speaker041_0026,speaker041_0026,1,0
18810,speaker037_0014,speaker037_0014,1,24
18811,speaker276_0015,speaker276_0015,1,65
18812,speaker030_0020,speaker030_0018,0,124
18813,speaker301_0004,speaker091_0001,0,65
18814,speaker129_0001,speaker171_0006,0,4
18815,speaker060_0001,speaker060_0001,0,70
18816,speaker322_0002,speaker322_0002,1,9
18817,speaker288_0004,speaker288_0004,1,0
18818,speaker276_0010,speaker276_0010,1,35
18819,speaker181_0000,speaker181_0000,1,5
18820,speaker060_0002,speaker060_0004,0,20
18821,speaker288_0014,speaker288_0014,1,10
18822,speaker161_0007,speaker161_0007,1,13
18823,speaker294_0000,speaker294_0000,1,10
18824,speaker160_0001,speaker320_0001,0,68
18825,speaker281_0047,speaker281_0007,0,115
18826,speaker323_0008,speaker183_0000,0,36
18827,speaker041_0014,speaker041_0014,1,27
18828,speaker129_0001,speaker129_0001,0,5
18829,speaker153_0007,speaker153_0013,0,49
18830,speaker182_0001,speaker182_0001,0,29
18831,speaker236_0000,speaker236_0000,0,19
18832,speaker289_0000,speaker289_0000,1,78
18833,speaker121_0004,speaker121_0014,0,78
18834,speaker041_0039,speaker225_0002,0,19
18835,speaker157_0001,speaker157_0001,0,50
18836,speaker334_0002,speaker334_0002,1,48
18837,speaker105_0000,speaker105_0000,1,14
18838,speaker245_0001,speaker245_0001,1,57
18839,speaker137_0002,speaker245_0001,0,29
18840,speaker021_0001,speaker021_0001,1,77
18841,speaker160_0000,speaker160_0000,1,52
18842,speaker122_0001,speaker122_0001,1,111
18843,speaker214_0002,speaker269_0000,0,10
18844,speaker275_0002,speaker275_0002,1,138
18845,speaker140_0000,speaker030_0002,0,10
18846,speaker248_0021,speaker248_0021,1,145
18847,speaker202_0020,speaker202_0020,1,9
18848,speaker216_0002,speaker216_0002,1,27
18849,speaker195_0000,speaker038_0013,0,28
18850,speaker233_0009,speaker233_0009,1,207
18851,speaker324_0003,speaker324_0003,0,63
18852,speaker030_0001,speaker030_0001,1,37
18853,speaker172_0005,speaker072_0000,0,92
18854,speaker041_0009,speaker041_0009,1,50
18855,speaker030_0013,speaker030_0013,1,1
18856,speaker252_0015,speaker252_0015,0,21
18857,speaker085_0000,speaker085_0000,0,36
18858,speaker132_0009,speaker192_0003,0,0
18859,speaker304_0010,speaker304_0010,0,7
18860,speaker236_0000,speaker236_0000,0,20
18861,speaker279_0003,speaker279_0003,1,42
18862,speaker251_0000,speaker251_0000,1,11
18863,speaker114_0000,speaker183_0000,0,32
18864,speaker276_0005,speaker276_0015,0,41
18865,speaker179_0004,speaker179_0004,1,28
18866,speaker236_0000,speaker236_0000,1,105
18867,speaker323_0014,speaker323_0014,1,86
18868,speaker219_0010,speaker219_0010,0,82
18869,speaker162_0001,speaker162_0001,1,7
18870,speaker194_0003,speaker194_0003,1,15
18871,speaker221_0002,speaker221_0001,0,5
18872,speaker171_0004,speaker171_0004,1,116
18873,speaker329_0003,speaker329_0003,1,54
18874,speaker209_0004,speaker209_0003,0,95
18875,speaker284_0000,speaker284_0000,1,65
18876,speaker250_0001,speaker250_0001,0,4
18877,speaker322_0002,speaker322_0002,0,99
18878,speaker058_0022,speaker058_0017,0,42
18879,speaker156_0000,speaker156_0000,1,190
18880,speaker294_0001,speaker294_0001,1,129
18881,speaker281_0018,speaker281_0010,0,104
18882,speaker304_0016,speaker304_0016,1,6
18883,speaker117_0001,speaker015_0009,0,33
18884,speaker190_0004,speaker269_0000,0,15
18885,speaker229_0002,speaker229_0003,0,12
18886,speaker082_0000,speaker082_0000,1,4
18887,speaker315_0028,speaker315_0028,0,124
18888,speaker178_0001,speaker178_0001,1,58
18889,speaker325_0000,speaker325_0000,0,20
18890,speaker260_0007,speaker260_0007,1,12
18891,speaker190_0001,speaker190_0003,0,138
18892,speaker123_0002,speaker123_0000,0,40
18893,speaker128_0000,speaker128_0000,0,20
18894,speaker054_0019,speaker054_0015,0,33
18895,speaker129_0000,speaker129_0001,0,16
18896,speaker160_0001,speaker160_0001,1,5
18897,speaker161_0002,speaker161_0002,1,30
18898,speaker181_0002,speaker181_0002,1,18
18899,speaker231_0001,speaker231_0001,1,29
18900,speaker162_0000,speaker162_0003,0,69
18901,speaker154_0002,speaker154_0002,1,28
18902,speaker192_0017,speaker192_0017,1,60
18903,speaker142_0005,speaker244_0000,0,142
18904,speaker304_0000,speaker304_0000,1,52
18905,speaker307_0003,speaker307_0003,1,62
18906,speaker153_0002,speaker153_0002,0,46
18907,speaker137_0003,speaker137_0003,1,78
18908,speaker323_0012,speaker323_0012,1,107
18909,speaker120_0001,speaker219_0018,0,19
18910,speaker248_0006,speaker248_0006,1,52
18911,speaker075_0010,speaker075_0010,1,44
18912,speaker130_0001,speaker130_0001,0,99
18913,speaker058_0012,speaker216_0002,0,77
18914,speaker239_0000,speaker239_0000,0,1
18915,speaker156_0000,speaker156_0000,0,151
18916,speaker325_0001,speaker325_0001,0,4
18917,speaker209_0003,speaker209_0003,1,31
18918,speaker133_0000,speaker133_0000,1,18
18919,speaker250_0000,speaker250_0000,1,24
18920,speaker089_0000,speaker089_0000,1,92
18921,speaker105_0000,speaker213_0000,0,24
18922,speaker320_0003,speaker320_0003,1,20
18923,speaker315_0022,speaker315_0002,0,47
18924,speaker099_0012,speaker327_0004,0,57
18925,speaker304_0002,speaker304_0002,1,53
18926,speaker271_0023,speaker271_0005,0,11
18927,speaker121_0006,speaker121_0006,0,151
18928,speaker266_0000,speaker114_0000,0,38
18929,speaker245_0001,speaker245_0001,1,43
18930,speaker099_0007,speaker099_0007,1,64
18931,speaker181_0000,speaker181_0002,0,9
18932,speaker124_0000,speaker124_0000,1,91
18933,speaker128_0000,speaker128_0000,1,52
18934,speaker132_0010,speaker132_0010,1,33
18935,speaker133_0003,speaker133_0003,1,107
18936,speaker276_0009,speaker276_0009,0,62
18937,speaker333_0001,speaker333_0000,0,101
18938,speaker075_0009,speaker075_0009,0,82
18939,speaker178_0001,speaker178_0001,1,19
18940,speaker044_0026,speaker044_0026,1,16
18941,speaker213_0000,speaker129_0000,0,2
18942,speaker058_0021,speaker058_0021,1,13
18943,speaker225_0000,speaker225_0000,0,7
18944,speaker308_0007,speaker308_0007,1,91
18945,speaker307_0004,speaker332_0000,0,35
18946,speaker221_0005,speaker221_0004,0,39
18947,speaker104_0003,speaker104_0003,1,123
