,video,audio,label,center
13228,speaker298_0003,speaker298_0003,1,51
13229,speaker145_0010,speaker145_0010,0,67
13230,speaker328_0005,speaker328_0005,0,95
13231,speaker068_0015,speaker068_0015,1,11
13232,speaker059_0000,speaker164_0005,0,8
13233,speaker006_0016,speaker004_0036,0,27
13234,speaker199_0005,speaker318_0000,0,8
13235,speaker328_0004,speaker328_0004,1,123
13236,speaker014_0000,speaker014_0005,0,24
13237,speaker291_0000,speaker159_0000,0,244
13238,speaker148_0000,speaker148_0000,1,79
13239,speaker028_0009,speaker163_0000,0,48
13240,speaker143_0012,speaker143_0012,1,57
13241,speaker155_0006,speaker155_0006,1,10
13242,speaker046_0001,speaker076_0004,0,65
13243,speaker230_0005,speaker230_0005,1,144
13244,speaker143_0000,speaker143_0000,1,13
13245,speaker246_0001,speaker246_0001,1,55
13246,speaker196_0000,speaker196_0000,1,8
13247,speaker254_0003,speaker254_0003,1,188
13248,speaker224_0006,speaker287_0002,0,1
13249,speaker234_0023,speaker049_0056,0,183
13250,speaker193_0000,speaker193_0000,0,29
13251,speaker235_0000,speaker235_0002,0,21
13252,speaker314_0011,speaker314_0011,1,54
13253,speaker208_0015,speaker208_0015,1,44
13254,speaker069_0002,speaker305_0002,0,85
13255,speaker262_0000,speaker262_0000,1,15
13256,speaker052_0005,speaker052_0005,0,47
13257,speaker270_0010,speaker169_0001,0,43
13258,speaker004_0009,speaker004_0045,0,75
13259,speaker139_0002,speaker139_0002,1,24
13260,speaker076_0004,speaker201_0005,0,138
13261,speaker299_0003,speaker299_0003,1,82
13262,speaker316_0004,speaker316_0004,1,105
13263,speaker174_0008,speaker169_0005,0,21
13264,speaker285_0003,speaker285_0003,1,24
13265,speaker057_0030,speaker057_0030,1,127
13266,speaker302_0000,speaker302_0000,1,11
13267,speaker005_0022,speaker005_0022,0,8
13268,speaker159_0000,speaker159_0000,0,27
13269,speaker299_0002,speaker299_0001,0,46
13270,speaker235_0002,speaker235_0002,0,25
13271,speaker145_0005,speaker145_0005,0,3
13272,speaker278_0000,speaker278_0000,1,42
13273,speaker064_0001,speaker064_0001,0,20
13274,speaker254_0003,speaker254_0003,1,22
13275,speaker092_0001,speaker092_0001,0,121
13276,speaker310_0000,speaker310_0004,0,119
13277,speaker184_0000,speaker016_0003,0,2
13278,speaker056_0008,speaker056_0008,1,75
13279,speaker224_0032,speaker224_0032,1,114
13280,speaker189_0003,speaker198_0003,0,105
13281,speaker210_0001,speaker210_0001,1,21
13282,speaker111_0005,speaker111_0002,0,18
13283,speaker292_0012,speaker005_0015,0,48
13284,speaker208_0008,speaker208_0009,0,107
13285,speaker138_0027,speaker138_0027,1,50
13286,speaker047_0016,speaker047_0016,1,9
13287,speaker256_0001,speaker256_0001,1,18
13288,speaker197_0005,speaker230_0005,0,111
13289,speaker201_0014,speaker069_0001,0,63
13290,speaker134_0004,speaker197_0010,0,32
13291,speaker290_0000,speaker290_0000,1,32
13292,speaker318_0000,speaker318_0001,0,65
13293,speaker068_0015,speaker068_0001,0,13
13294,speaker028_0009,speaker028_0009,1,75
13295,speaker110_0000,speaker110_0000,0,16
13296,speaker112_0001,speaker212_0002,0,14
13297,speaker258_0008,speaker258_0008,1,35
13298,speaker005_0029,speaker005_0029,1,59
13299,speaker139_0003,speaker061_0018,0,51
13300,speaker103_0003,speaker103_0005,0,20
13301,speaker126_0000,speaker126_0001,0,49
13302,speaker136_0001,speaker136_0000,0,46
13303,speaker150_0000,speaker254_0004,0,0
13304,speaker328_0004,speaker328_0004,0,118
13305,speaker061_0056,speaker061_0030,0,204
13306,speaker168_0000,speaker168_0000,0,25
13307,speaker246_0001,speaker246_0001,0,39
13308,speaker127_0004,speaker134_0003,0,11
13309,speaker298_0008,speaker298_0008,1,42
13310,speaker193_0004,speaker193_0002,0,52
13311,speaker152_0002,speaker152_0002,0,17
13312,speaker234_0042,speaker234_0042,1,166
13313,speaker314_0011,speaker314_0011,1,55
13314,speaker148_0000,speaker148_0000,1,98
13315,speaker074_0023,speaker074_0009,0,59
13316,speaker270_0008,speaker270_0008,1,80
13317,speaker309_0005,speaker309_0005,0,48
13318,speaker297_0004,speaker297_0000,0,61
13319,speaker199_0003,speaker199_0001,0,13
13320,speaker168_0000,speaker168_0002,0,7
13321,speaker018_0003,speaker018_0003,1,51
13322,speaker316_0009,speaker316_0009,1,142
13323,speaker249_0000,speaker199_0004,0,69
13324,speaker174_0011,speaker174_0011,1,81
13325,speaker272_0002,speaker272_0002,1,50
13326,speaker109_0001,speaker109_0001,0,17
13327,speaker296_0005,speaker296_0005,1,81
13328,speaker174_0004,speaker174_0004,1,13
13329,speaker139_0014,speaker139_0003,0,54
13330,speaker299_0003,speaker299_0003,0,268
13331,speaker076_0003,speaker076_0004,0,107
13332,speaker232_0001,speaker232_0001,1,20
13333,speaker263_0000,speaker263_0000,1,31
13334,speaker257_0000,speaker257_0000,1,10
13335,speaker145_0010,speaker145_0010,0,41
13336,speaker210_0002,speaker210_0000,0,14
13337,speaker297_0000,speaker297_0000,1,117
13338,speaker242_0003,speaker242_0003,1,30
13339,speaker062_0001,speaker062_0001,0,5
13340,speaker141_0002,speaker092_0001,0,5
13341,speaker283_0001,speaker174_0011,0,2
13342,speaker267_0000,speaker267_0000,0,23
13343,speaker077_0006,speaker077_0006,1,14
13344,speaker223_0036,speaker223_0036,1,3
13345,speaker110_0000,speaker110_0000,1,31
13346,speaker106_0004,speaker106_0004,0,55
13347,speaker048_0011,speaker048_0011,1,60
13348,speaker126_0000,speaker126_0000,1,22
13349,speaker218_0004,speaker218_0004,1,23
13350,speaker069_0000,speaker069_0000,1,73
13351,speaker146_0002,speaker223_0025,0,6
13352,speaker283_0001,speaker283_0001,0,209
13353,speaker127_0004,speaker267_0000,0,1
13354,speaker141_0005,speaker080_0000,0,53
13355,speaker138_0026,speaker118_0000,0,8
13356,speaker188_0008,speaker188_0008,1,49
13357,speaker144_0000,speaker144_0000,1,24
13358,speaker310_0008,speaker077_0003,0,28
13359,speaker094_0002,speaker094_0002,1,4
13360,speaker127_0001,speaker127_0001,1,82
13361,speaker305_0000,speaker264_0002,0,0
13362,speaker291_0000,speaker262_0000,0,82
13363,speaker235_0001,speaker235_0001,1,36
13364,speaker174_0005,speaker174_0005,0,2
13365,speaker152_0007,speaker090_0000,0,30
13366,speaker303_0005,speaker064_0001,0,51
13367,speaker055_0007,speaker055_0007,1,20
13368,speaker164_0001,speaker164_0006,0,80
13369,speaker305_0002,speaker169_0001,0,17
13370,speaker116_0000,speaker116_0000,0,13
13371,speaker285_0003,speaker285_0003,1,21
13372,speaker134_0004,speaker064_0001,0,33
13373,speaker254_0002,speaker127_0005,0,38
13374,speaker283_0003,speaker283_0001,0,24
13375,speaker210_0002,speaker210_0002,1,12
13376,speaker064_0001,speaker270_0004,0,16
13377,speaker285_0003,speaker285_0000,0,21
13378,speaker090_0000,speaker090_0000,1,14
13379,speaker164_0004,speaker164_0004,1,14
13380,speaker300_0001,speaker300_0001,1,45
13381,speaker204_0000,speaker204_0000,1,67
13382,speaker141_0003,speaker141_0003,1,15
13383,speaker224_0027,speaker299_0006,0,30
13384,speaker318_0001,speaker318_0001,1,17
13385,speaker052_0022,speaker052_0022,1,0
13386,speaker191_0024,speaker047_0013,0,20
13387,speaker147_0000,speaker048_0027,0,32
13388,speaker299_0001,speaker299_0001,1,82
13389,speaker139_0000,speaker139_0000,1,18
13390,speaker055_0023,speaker055_0023,1,34
13391,speaker052_0008,speaker052_0008,1,11
13392,speaker267_0000,speaker311_0000,0,47
13393,speaker234_0006,speaker234_0006,0,113
13394,speaker184_0009,speaker184_0005,0,63
13395,speaker047_0013,speaker047_0013,1,43
13396,speaker163_0002,speaker163_0003,0,48
13397,speaker256_0000,speaker256_0000,0,116
13398,speaker150_0002,speaker150_0001,0,28
13399,speaker298_0007,speaker298_0007,0,19
13400,speaker295_0002,speaker295_0002,1,63
13401,speaker316_0003,speaker316_0008,0,49
13402,speaker205_0001,speaker205_0001,1,0
13403,speaker300_0001,speaker300_0000,0,4
13404,speaker199_0006,speaker199_0006,1,70
13405,speaker168_0001,speaker168_0001,1,6
13406,speaker018_0009,speaker018_0009,1,66
13407,speaker059_0000,speaker059_0004,0,114
13408,speaker205_0001,speaker205_0000,0,32
13409,speaker298_0006,speaker298_0006,0,135
13410,speaker055_0021,speaker055_0021,1,23
13411,speaker309_0002,speaker309_0002,0,131
13412,speaker198_0002,speaker198_0000,0,36
13413,speaker268_0002,speaker268_0002,1,34
13414,speaker263_0001,speaker263_0000,0,35
13415,speaker193_0000,speaker193_0003,0,28
13416,speaker145_0010,speaker145_0010,1,22
13417,speaker204_0000,speaker204_0001,0,57
13418,speaker205_0002,speaker205_0002,1,15
13419,speaker290_0001,speaker290_0001,1,31
13420,speaker136_0000,speaker046_0002,0,17
13421,speaker242_0003,speaker242_0003,1,6
13422,speaker247_0001,speaker267_0000,0,10
13423,speaker094_0012,speaker152_0003,0,4
13424,speaker318_0001,speaker318_0000,0,12
13425,speaker146_0001,speaker146_0001,1,150
13426,speaker146_0001,speaker146_0001,1,29
13427,speaker234_0010,speaker234_0003,0,54
13428,speaker319_0003,speaker319_0003,1,27
13429,speaker218_0007,speaker218_0007,0,22
13430,speaker298_0002,speaker298_0002,1,127
13431,speaker106_0000,speaker168_0000,0,152
13432,speaker040_0008,speaker040_0008,0,5
13433,speaker199_0003,speaker090_0000,0,12
13434,speaker295_0000,speaker004_0008,0,112
13435,speaker212_0007,speaker212_0007,1,62
13436,speaker305_0001,speaker305_0002,0,13
13437,speaker076_0003,speaker076_0003,0,43
13438,speaker143_0000,speaker143_0000,1,9
13439,speaker278_0001,speaker278_0001,0,30
13440,speaker270_0011,speaker319_0003,0,86
13441,speaker268_0002,speaker268_0002,0,7
13442,speaker135_0001,speaker135_0000,0,24
13443,speaker040_0006,speaker040_0006,1,35
13444,speaker028_0007,speaker028_0007,1,108
13445,speaker106_0002,speaker106_0003,0,28
13446,speaker016_0002,speaker016_0002,1,116
13447,speaker234_0040,speaker234_0040,1,37
13448,speaker310_0005,speaker310_0005,0,23
13449,speaker285_0005,speaker285_0005,1,42
13450,speaker204_0002,speaker204_0001,0,67
13451,speaker064_0001,speaker205_0000,0,39
13452,speaker311_0001,speaker311_0001,0,19
13453,speaker127_0005,speaker127_0005,1,20
13454,speaker074_0029,speaker074_0029,1,35
13455,speaker283_0001,speaker283_0001,1,75
13456,speaker056_0015,speaker056_0015,1,28
13457,speaker069_0002,speaker069_0002,0,55
13458,speaker278_0000,speaker278_0000,1,15
13459,speaker018_0018,speaker261_0000,0,172
13460,speaker166_0012,speaker166_0012,0,161
13461,speaker150_0002,speaker196_0001,0,52
13462,speaker263_0000,speaker263_0000,1,13
13463,speaker111_0002,speaker111_0002,1,92
13464,speaker004_0006,speaker004_0031,0,46
13465,speaker306_0000,speaker306_0000,1,22
13466,speaker106_0000,speaker106_0000,1,141
13467,speaker144_0000,speaker144_0000,0,16
13468,speaker066_0020,speaker066_0020,0,1
13469,speaker094_0017,speaker094_0017,1,47
13470,speaker285_0004,speaker300_0001,0,129
13471,speaker270_0006,speaker270_0006,1,83
13472,speaker316_0006,speaker316_0006,1,105
13473,speaker285_0003,speaker163_0005,0,37
13474,speaker303_0000,speaker305_0002,0,22
13475,speaker318_0000,speaker318_0000,0,85
13476,speaker311_0001,speaker311_0001,1,56
13477,speaker141_0002,speaker262_0000,0,3
13478,speaker306_0000,speaker306_0003,0,22
13479,speaker258_0016,speaker028_0012,0,125
13480,speaker270_0009,speaker291_0001,0,105
13481,speaker126_0002,speaker126_0002,0,32
13482,speaker205_0001,speaker205_0001,0,39
13483,speaker068_0002,speaker068_0002,1,97
13484,speaker149_0000,speaker149_0000,1,5
13485,speaker295_0000,speaker295_0000,0,92
13486,speaker005_0028,speaker208_0018,0,82
13487,speaker074_0012,speaker174_0009,0,4
13488,speaker139_0001,speaker139_0001,1,114
13489,speaker049_0063,speaker049_0063,0,23
13490,speaker118_0000,speaker118_0000,1,27
13491,speaker071_0001,speaker071_0001,1,4
13492,speaker069_0003,speaker069_0000,0,67
13493,speaker076_0004,speaker141_0002,0,38
13494,speaker205_0001,speaker205_0001,1,38
13495,speaker318_0000,speaker318_0000,1,47
13496,speaker270_0003,speaker055_0011,0,34
13497,speaker201_0011,speaker201_0011,1,95
13498,speaker048_0020,speaker048_0011,0,20
13499,speaker188_0001,speaker188_0001,0,53
13500,speaker169_0005,speaker169_0005,1,6
13501,speaker328_0003,speaker298_0008,0,158
13502,speaker254_0003,speaker254_0003,1,174
13503,speaker187_0000,speaker146_0002,0,20
13504,speaker223_0019,speaker223_0019,1,77
13505,speaker313_0004,speaker313_0004,1,10
13506,speaker074_0010,speaker074_0010,1,50
13507,speaker267_0000,speaker267_0000,1,13
13508,speaker152_0009,speaker152_0009,1,72
13509,speaker106_0001,speaker106_0001,0,83
13510,speaker145_0000,speaker145_0000,1,58
13511,speaker283_0004,speaker283_0004,1,36
13512,speaker006_0000,speaker006_0000,1,88
13513,speaker272_0001,speaker272_0001,1,83
13514,speaker145_0005,speaker145_0005,1,27
13515,speaker166_0006,speaker166_0007,0,35
13516,speaker316_0004,speaker316_0004,1,3
13517,speaker187_0000,speaker187_0000,1,24
13518,speaker314_0007,speaker314_0007,0,152
13519,speaker062_0002,speaker062_0002,1,17
13520,speaker145_0009,speaker145_0007,0,0
13521,speaker014_0019,speaker274_0003,0,90
13522,speaker287_0003,speaker287_0003,1,91
13523,speaker234_0044,speaker234_0044,0,74
13524,speaker197_0007,speaker197_0007,1,26
13525,speaker297_0001,speaker297_0001,0,66
13526,speaker148_0001,speaker148_0001,1,62
13527,speaker040_0007,speaker040_0007,1,216
13528,speaker047_0006,speaker047_0006,1,14
13529,speaker113_0000,speaker113_0000,1,5
13530,speaker256_0000,speaker256_0000,1,112
13531,speaker198_0003,speaker198_0003,1,22
13532,speaker302_0002,speaker302_0002,0,25
13533,speaker106_0003,speaker106_0003,0,14
13534,speaker014_0005,speaker014_0005,0,31
13535,speaker150_0002,speaker150_0000,0,29
13536,speaker270_0011,speaker274_0000,0,76
13537,speaker318_0001,speaker321_0003,0,8
13538,speaker092_0002,speaker092_0002,1,176
13539,speaker273_0001,speaker273_0007,0,88
13540,speaker314_0007,speaker314_0007,0,76
13541,speaker316_0010,speaker316_0010,0,10
13542,speaker212_0023,speaker212_0023,1,7
13543,speaker223_0023,speaker223_0023,0,6
13544,speaker159_0000,speaker159_0000,1,23
13545,speaker057_0028,speaker057_0028,1,0
13546,speaker247_0003,speaker247_0003,1,57
13547,speaker224_0013,speaker150_0000,0,158
13548,speaker069_0002,speaker069_0002,1,190
13549,speaker316_0009,speaker316_0009,1,9
13550,speaker143_0008,speaker143_0008,1,13
13551,speaker263_0000,speaker263_0000,1,54
13552,speaker014_0011,speaker014_0011,0,84
13553,speaker039_0006,speaker039_0006,1,31
13554,speaker092_0000,speaker092_0000,1,25
13555,speaker314_0006,speaker314_0006,1,102
13556,speaker163_0003,speaker163_0000,0,51
13557,speaker040_0010,speaker040_0010,1,213
13558,speaker185_0006,speaker185_0005,0,160
13559,speaker174_0001,speaker080_0000,0,115
13560,speaker077_0001,speaker077_0001,1,70
13561,speaker212_0004,speaker212_0004,0,19
13562,speaker069_0000,speaker069_0000,0,132
13563,speaker249_0000,speaker249_0000,0,45
13564,speaker145_0007,speaker145_0007,0,32
13565,speaker208_0005,speaker283_0001,0,160
13566,speaker118_0000,speaker278_0000,0,67
13567,speaker242_0003,speaker242_0003,1,33
13568,speaker287_0002,speaker287_0002,1,106
13569,speaker223_0002,speaker223_0002,0,66
13570,speaker224_0018,speaker224_0008,0,115
13571,speaker189_0000,speaker189_0008,0,102
13572,speaker230_0005,speaker094_0001,0,18
13573,speaker224_0020,speaker224_0020,1,115
13574,speaker018_0008,speaker166_0010,0,143
13575,speaker152_0011,speaker152_0000,0,133
13576,speaker095_0000,speaker095_0000,1,33
13577,speaker212_0024,speaker212_0024,1,42
13578,speaker103_0005,speaker103_0005,1,13
13579,speaker235_0001,speaker235_0001,1,4
13580,speaker204_0001,speaker204_0001,1,8
13581,speaker235_0002,speaker235_0002,1,43
13582,speaker280_0002,speaker305_0001,0,67
13583,speaker224_0033,speaker224_0033,1,64
13584,speaker306_0003,speaker306_0003,1,8
13585,speaker077_0004,speaker234_0041,0,51
13586,speaker235_0001,speaker235_0001,1,1
13587,speaker204_0000,speaker204_0002,0,72
13588,speaker268_0002,speaker268_0002,0,33
13589,speaker321_0003,speaker321_0003,0,56
13590,speaker210_0000,speaker102_0000,0,45
13591,speaker207_0000,speaker207_0000,1,62
13592,speaker263_0000,speaker263_0000,1,14
13593,speaker263_0000,speaker263_0000,1,42
13594,speaker232_0002,speaker232_0002,0,12
13595,speaker143_0002,speaker143_0002,1,94
13596,speaker055_0004,speaker055_0004,0,103
13597,speaker234_0010,speaker234_0010,1,119
13598,speaker005_0019,speaker139_0001,0,12
13599,speaker039_0002,speaker039_0002,1,21
13600,speaker092_0002,speaker285_0003,0,266
13601,speaker188_0008,speaker267_0001,0,102
13602,speaker246_0001,speaker246_0001,1,76
13603,speaker164_0004,speaker164_0004,1,19
13604,speaker298_0007,speaker298_0007,1,42
13605,speaker305_0000,speaker305_0000,1,181
13606,speaker235_0000,speaker235_0001,0,17
13607,speaker299_0000,speaker299_0000,1,75
13608,speaker227_0001,speaker227_0001,1,28
13609,speaker077_0002,speaker077_0002,1,28
13610,speaker073_0000,speaker073_0000,1,2
13611,speaker257_0002,speaker257_0007,0,34
13612,speaker205_0002,speaker205_0002,0,25
13613,speaker318_0000,speaker318_0001,0,91
13614,speaker263_0001,speaker263_0001,1,14
13615,speaker141_0001,speaker141_0001,1,79
13616,speaker048_0002,speaker048_0002,1,41
13617,speaker290_0001,speaker297_0001,0,39
13618,speaker155_0004,speaker155_0004,0,95
13619,speaker313_0002,speaker196_0000,0,19
13620,speaker249_0000,speaker199_0000,0,52
13621,speaker049_0053,speaker049_0053,0,5
13622,speaker052_0029,speaker052_0029,1,88
13623,speaker185_0003,speaker185_0003,0,112
13624,speaker111_0000,speaker111_0002,0,19
13625,speaker193_0002,speaker193_0002,0,43
13626,speaker073_0000,speaker073_0000,1,143
13627,speaker074_0030,speaker074_0030,1,5
13628,speaker066_0008,speaker066_0008,1,62
13629,speaker235_0000,speaker134_0000,0,9
13630,speaker299_0003,speaker299_0003,1,15
13631,speaker234_0001,speaker234_0009,0,85
13632,speaker077_0004,speaker077_0004,0,30
13633,speaker297_0005,speaker297_0005,1,42
13634,speaker150_0002,speaker150_0002,1,19
13635,speaker208_0015,speaker208_0015,1,84
13636,speaker155_0003,speaker155_0003,1,17
13637,speaker208_0004,speaker208_0004,1,34
13638,speaker164_0003,speaker164_0001,0,25
13639,speaker218_0002,speaker218_0002,1,36
13640,speaker263_0000,speaker263_0001,0,11
13641,speaker234_0002,speaker234_0022,0,26
13642,speaker127_0000,speaker127_0000,1,1
13643,speaker257_0010,speaker257_0010,1,0
13644,speaker193_0000,speaker155_0005,0,9
13645,speaker005_0030,speaker005_0030,1,124
13646,speaker313_0003,speaker313_0003,1,15
13647,speaker155_0005,speaker155_0005,1,174
13648,speaker232_0002,speaker232_0001,0,11
13649,speaker168_0000,speaker212_0028,0,33
13650,speaker313_0009,speaker313_0006,0,36
13651,speaker199_0000,speaker199_0000,1,92
13652,speaker310_0005,speaker263_0000,0,26
13653,speaker155_0001,speaker155_0001,1,102
13654,speaker228_0001,speaker228_0001,0,68
13655,speaker077_0002,speaker077_0002,1,154
13656,speaker328_0000,speaker328_0000,1,55
13657,speaker145_0010,speaker145_0010,1,59
13658,speaker138_0031,speaker103_0001,0,23
13659,speaker069_0001,speaker069_0000,0,62
13660,speaker144_0000,speaker144_0000,0,63
13661,speaker328_0004,speaker328_0002,0,88
13662,speaker227_0003,speaker227_0001,0,47
13663,speaker166_0014,speaker166_0014,1,81
13664,speaker207_0000,speaker207_0002,0,13
13665,speaker302_0000,speaker302_0003,0,20
13666,speaker146_0000,speaker146_0001,0,8
13667,speaker135_0001,speaker135_0001,0,25
13668,speaker309_0001,speaker309_0001,1,13
13669,speaker193_0000,speaker193_0000,1,18
13670,speaker234_0035,speaker155_0004,0,64
13671,speaker191_0034,speaker191_0034,1,0
13672,speaker112_0000,speaker112_0000,1,37
13673,speaker212_0008,speaker212_0008,1,29
13674,speaker074_0015,speaker074_0018,0,42
13675,speaker314_0009,speaker314_0009,1,85
13676,speaker103_0004,speaker103_0004,0,58
13677,speaker270_0004,speaker270_0004,1,9
13678,speaker208_0020,speaker208_0020,1,73
13679,speaker297_0006,speaker297_0006,0,38
13680,speaker066_0001,speaker066_0001,1,104
13681,speaker056_0013,speaker056_0013,1,44
13682,speaker106_0003,speaker106_0000,0,2
13683,speaker193_0001,speaker193_0001,1,36
13684,speaker061_0027,speaker061_0027,1,5
13685,speaker092_0002,speaker092_0002,1,14
13686,speaker174_0001,speaker174_0001,1,42
13687,speaker055_0019,speaker055_0019,0,27
13688,speaker127_0001,speaker127_0001,1,26
13689,speaker254_0004,speaker254_0004,1,65
13690,speaker092_0000,speaker092_0000,1,78
13691,speaker306_0001,speaker306_0001,0,171
13692,speaker223_0023,speaker223_0023,1,107
13693,speaker193_0003,speaker193_0003,0,8
13694,speaker071_0001,speaker071_0001,1,10
13695,speaker016_0009,speaker016_0009,1,145
13696,speaker145_0000,speaker145_0000,1,45
13697,speaker184_0005,speaker184_0009,0,34
13698,speaker208_0012,speaker208_0012,1,36
13699,speaker174_0011,speaker300_0001,0,45
13700,speaker311_0001,speaker311_0001,1,44
13701,speaker174_0003,speaker174_0003,1,39
13702,speaker223_0025,speaker223_0025,1,16
13703,speaker106_0000,speaker106_0000,1,135
13704,speaker057_0012,speaker057_0012,1,26
13705,speaker174_0011,speaker174_0011,1,37
13706,speaker150_0001,speaker150_0001,0,32
13707,speaker223_0011,speaker223_0011,0,80
13708,speaker144_0002,speaker144_0002,1,30
13709,speaker185_0010,speaker185_0010,1,18
13710,speaker166_0008,speaker166_0008,1,32
13711,speaker196_0001,speaker196_0000,0,47
13712,speaker270_0007,speaker270_0007,1,91
13713,speaker110_0000,speaker188_0005,0,27
13714,speaker267_0000,speaker267_0000,1,0
13715,speaker146_0002,speaker146_0002,1,92
13716,speaker056_0011,speaker109_0001,0,1
13717,speaker280_0001,speaker280_0001,1,66
13718,speaker166_0011,speaker166_0011,1,20
13719,speaker262_0000,speaker262_0000,0,48
13720,speaker201_0001,speaker201_0001,1,44
13721,speaker112_0001,speaker141_0003,0,23
13722,speaker310_0001,speaker310_0004,0,52
13723,speaker052_0013,speaker052_0013,1,26
13724,speaker313_0006,speaker313_0006,1,99
13725,speaker110_0000,speaker166_0015,0,9
13726,speaker246_0001,speaker246_0001,1,25
13727,speaker246_0001,speaker246_0000,0,77
13728,speaker234_0050,speaker234_0040,0,19
13729,speaker201_0008,speaker201_0012,0,104
13730,speaker150_0001,speaker273_0008,0,15
13731,speaker055_0017,speaker270_0002,0,3
13732,speaker201_0003,speaker201_0003,0,110
13733,speaker112_0001,speaker112_0001,1,31
13734,speaker147_0000,speaker147_0000,1,37
13735,speaker174_0002,speaker174_0012,0,20
13736,speaker014_0013,speaker014_0013,1,160
13737,speaker069_0003,speaker069_0003,1,40
13738,speaker039_0004,speaker039_0003,0,33
13739,speaker145_0003,speaker145_0003,0,181
13740,speaker014_0007,speaker014_0007,0,18
13741,speaker197_0010,speaker197_0010,0,18
13742,speaker291_0000,speaker263_0000,0,157
13743,speaker314_0013,speaker314_0013,1,21
13744,speaker057_0027,speaker113_0000,0,38
13745,speaker242_0003,speaker242_0003,0,1
13746,speaker205_0000,speaker205_0000,0,9
13747,speaker174_0010,speaker174_0011,0,83
13748,speaker224_0024,speaker090_0000,0,33
13749,speaker061_0059,speaker187_0000,0,30
13750,speaker197_0008,speaker197_0006,0,0
13751,speaker264_0002,speaker264_0002,0,35
13752,speaker189_0001,speaker077_0000,0,43
13753,speaker039_0000,speaker039_0006,0,30
13754,speaker066_0016,speaker066_0016,1,18
13755,speaker090_0000,speaker090_0000,1,65
13756,speaker134_0000,speaker134_0000,1,19
13757,speaker187_0000,speaker039_0001,0,26
13758,speaker314_0013,speaker314_0011,0,4
13759,speaker291_0001,speaker291_0003,0,99
13760,speaker069_0003,speaker069_0002,0,50
13761,speaker309_0004,speaker309_0002,0,100
13762,speaker155_0001,speaker155_0001,1,19
13763,speaker059_0000,speaker059_0000,0,85
13764,speaker112_0001,speaker316_0001,0,25
13765,speaker164_0005,speaker164_0005,1,40
13766,speaker103_0004,speaker103_0004,1,37
13767,speaker004_0006,speaker004_0006,1,179
13768,speaker270_0005,speaker270_0005,1,10
13769,speaker169_0002,speaker169_0002,1,35
13770,speaker110_0000,speaker110_0000,0,35
13771,speaker127_0000,speaker223_0022,0,6
13772,speaker224_0013,speaker212_0007,0,99
13773,speaker223_0002,speaker064_0001,0,25
13774,speaker066_0001,speaker066_0001,1,70
13775,speaker306_0002,speaker306_0002,0,170
13776,speaker028_0007,speaker139_0010,0,52
13777,speaker102_0001,speaker066_0010,0,72
13778,speaker321_0001,speaker016_0003,0,179
13779,speaker197_0007,speaker257_0000,0,42
13780,speaker004_0027,speaker004_0027,1,45
13781,speaker224_0033,speaker224_0001,0,78
13782,speaker146_0001,speaker146_0000,0,0
13783,speaker310_0002,speaker310_0002,1,80
13784,speaker049_0058,speaker049_0058,1,20
13785,speaker314_0002,speaker314_0002,1,15
13786,speaker299_0005,speaker299_0000,0,85
13787,speaker262_0000,speaker262_0000,0,15
13788,speaker135_0000,speaker135_0000,1,86
13789,speaker143_0011,speaker143_0011,1,47
13790,speaker246_0001,speaker246_0001,0,24
13791,speaker321_0000,speaker321_0000,1,38
13792,speaker292_0011,speaker292_0011,1,9
13793,speaker077_0001,speaker303_0000,0,87
13794,speaker321_0003,speaker321_0003,1,18
13795,speaker152_0002,speaker152_0002,1,25
13796,speaker306_0001,speaker184_0013,0,159
13797,speaker071_0001,speaker297_0005,0,115
13798,speaker287_0003,speaker287_0003,1,3
13799,speaker262_0000,speaker111_0004,0,45
13800,speaker262_0000,speaker262_0000,1,11
13801,speaker302_0000,speaker302_0000,1,25
13802,speaker068_0005,speaker068_0005,1,14
13803,speaker169_0001,speaker169_0001,1,15
13804,speaker270_0008,speaker061_0019,0,163
13805,speaker299_0000,speaker188_0005,0,61
13806,speaker249_0000,speaker249_0000,1,53
13807,speaker102_0000,speaker109_0001,0,16
13808,speaker047_0000,speaker047_0000,1,0
13809,speaker066_0010,speaker066_0010,1,11
13810,speaker273_0002,speaker273_0002,1,28
13811,speaker150_0000,speaker150_0000,1,7
13812,speaker310_0001,speaker193_0000,0,12
13813,speaker112_0000,speaker112_0000,1,64
13814,speaker059_0003,speaker059_0003,1,198
13815,speaker143_0008,speaker143_0008,0,36
13816,speaker290_0001,speaker204_0000,0,81
13817,speaker126_0001,speaker126_0001,0,61
13818,speaker061_0024,speaker061_0024,1,78
13819,speaker234_0021,speaker146_0001,0,4
13820,speaker106_0001,speaker106_0001,1,146
13821,speaker290_0001,speaker290_0001,1,66
13822,speaker155_0006,speaker321_0002,0,5
13823,speaker062_0003,speaker062_0003,0,20
13824,speaker258_0018,speaker258_0018,1,25
13825,speaker147_0000,speaker147_0000,1,30
13826,speaker150_0002,speaker150_0002,1,33
13827,speaker210_0000,speaker210_0000,1,38
13828,speaker313_0006,speaker313_0006,1,100
13829,speaker092_0001,speaker092_0001,1,100
13830,speaker188_0003,speaker028_0010,0,36
13831,speaker223_0027,speaker223_0027,1,89
13832,speaker282_0002,speaker282_0002,1,3
13833,speaker296_0005,speaker296_0005,0,28
13834,speaker092_0001,speaker092_0001,1,111
13835,speaker256_0002,speaker272_0002,0,73
