,sampleID
2634,speaker009_0179
2635,speaker009_0180
2636,speaker009_0182
2637,speaker009_0185
2638,speaker009_0186
2639,speaker009_0187
2640,speaker009_0190
2641,speaker009_0191
2642,speaker009_0192
2643,speaker009_0194
2644,speaker009_0195
2645,speaker009_0196
2646,speaker009_0197
2647,speaker009_0198
2648,speaker009_0200
2649,speaker009_0201
2650,speaker009_0202
2651,speaker010_0000
2652,speaker010_0002
2653,speaker010_0003
2654,speaker010_0004
2655,speaker010_0008
2656,speaker010_0010
2657,speaker010_0011
2658,speaker010_0012
2659,speaker010_0013
2660,speaker010_0014
2661,speaker010_0015
2662,speaker010_0016
2663,speaker010_0017
2664,speaker010_0018
2665,speaker010_0021
2666,speaker010_0023
2667,speaker010_0027
2668,speaker010_0028
2669,speaker010_0029
2670,speaker010_0031
2671,speaker010_0032
2672,speaker010_0033
2673,speaker010_0034
2674,speaker010_0035
2675,speaker010_0036
2676,speaker010_0037
2677,speaker010_0038
2678,speaker010_0039
2679,speaker010_0040
2680,speaker010_0041
2681,speaker010_0042
2682,speaker010_0043
2683,speaker010_0044
2684,speaker010_0045
2685,speaker010_0047
2686,speaker010_0048
2687,speaker010_0049
2688,speaker010_0051
2689,speaker010_0053
2690,speaker010_0054
2691,speaker010_0055
2692,speaker010_0057
2693,speaker010_0058
2694,speaker010_0059
2695,speaker010_0062
2696,speaker010_0064
2697,speaker010_0065
2698,speaker010_0066
2699,speaker010_0067
2700,speaker010_0069
2701,speaker010_0070
2702,speaker010_0072
2703,speaker010_0074
2704,speaker010_0075
2705,speaker010_0076
2706,speaker010_0077
2707,speaker010_0079
2708,speaker010_0082
2709,speaker010_0084
2710,speaker010_0086
2711,speaker010_0087
2712,speaker010_0088
2713,speaker010_0089
2714,speaker010_0091
2715,speaker010_0092
2716,speaker010_0093
2717,speaker010_0094
2718,speaker010_0095
2719,speaker010_0096
2720,speaker010_0097
2721,speaker010_0100
2722,speaker010_0101
2723,speaker010_0102
2724,speaker010_0103
2725,speaker010_0104
2726,speaker010_0105
2727,speaker010_0106
2728,speaker010_0107
2729,speaker010_0108
2730,speaker010_0110
2731,speaker010_0112
2732,speaker010_0113
2733,speaker010_0115
2734,speaker010_0116
2735,speaker010_0117
2736,speaker010_0118
2737,speaker010_0119
2738,speaker010_0120
2739,speaker010_0121
2740,speaker010_0122
2741,speaker010_0124
2742,speaker010_0128
2743,speaker010_0130
2744,speaker010_0131
2745,speaker010_0132
2746,speaker010_0134
2747,speaker010_0136
2748,speaker010_0138
2749,speaker010_0140
2750,speaker010_0141
2751,speaker010_0142
2752,speaker010_0146
2753,speaker010_0149
2754,speaker010_0151
2755,speaker010_0152
2756,speaker010_0153
2757,speaker010_0154
2758,speaker010_0155
2759,speaker010_0156
2760,speaker010_0157
2761,speaker010_0158
2762,speaker010_0160
2763,speaker010_0161
2764,speaker010_0163
2765,speaker010_0164
2766,speaker010_0165
2767,speaker010_0166
2768,speaker010_0167
2769,speaker010_0168
2770,speaker010_0169
2771,speaker010_0171
2772,speaker010_0173
2773,speaker010_0175
2774,speaker010_0176
2775,speaker010_0177
2776,speaker010_0182
2777,speaker010_0184
2778,speaker010_0186
2779,speaker010_0188
2780,speaker010_0189
2781,speaker010_0190
2782,speaker010_0191
2783,speaker010_0192
2784,speaker010_0193
2785,speaker010_0194
2786,speaker010_0195
2787,speaker010_0196
2788,speaker010_0197
2789,speaker010_0198
2790,speaker010_0199
2791,speaker010_0201
2792,speaker010_0202
2793,speaker010_0203
2794,speaker010_0204
2795,speaker010_0205
2796,speaker010_0206
2797,speaker010_0207
2798,speaker010_0209
2799,speaker010_0210
2800,speaker010_0211
2801,speaker010_0212
2802,speaker010_0213
2803,speaker011_0002
2804,speaker011_0003
2805,speaker011_0004
2806,speaker011_0007
2807,speaker011_0008
2808,speaker011_0009
2809,speaker011_0010
2810,speaker011_0014
2811,speaker011_0015
2812,speaker011_0016
2813,speaker011_0017
2814,speaker011_0019
2815,speaker011_0020
2816,speaker011_0022
2817,speaker011_0023
2818,speaker011_0024
2819,speaker011_0025
2820,speaker011_0026
2821,speaker011_0027
2822,speaker011_0028
2823,speaker011_0029
2824,speaker011_0030
2825,speaker011_0032
2826,speaker011_0033
2827,speaker011_0034
2828,speaker011_0036
2829,speaker011_0038
2830,speaker011_0039
2831,speaker011_0042
2832,speaker011_0043
2833,speaker011_0044
2834,speaker011_0045
2835,speaker011_0048
2836,speaker011_0049
2837,speaker011_0051
2838,speaker011_0052
2839,speaker011_0053
2840,speaker011_0054
2841,speaker011_0055
2842,speaker011_0056
2843,speaker011_0059
2844,speaker011_0061
2845,speaker011_0062
2846,speaker011_0063
2847,speaker011_0064
2848,speaker011_0065
2849,speaker011_0066
2850,speaker011_0067
2851,speaker011_0069
2852,speaker011_0070
2853,speaker011_0073
2854,speaker011_0074
2855,speaker011_0075
2856,speaker011_0078
2857,speaker011_0079
2858,speaker011_0080
2859,speaker011_0081
2860,speaker011_0083
2861,speaker011_0085
2862,speaker011_0087
2863,speaker011_0088
2864,speaker011_0089
2865,speaker011_0090
2866,speaker011_0091
2867,speaker011_0093
2868,speaker011_0097
2869,speaker011_0098
2870,speaker011_0099
2871,speaker011_0100
2872,speaker011_0101
2873,speaker011_0103
2874,speaker011_0105
2875,speaker011_0106
2876,speaker011_0107
2877,speaker011_0111
2878,speaker011_0113
2879,speaker011_0115
2880,speaker011_0118
2881,speaker011_0121
2882,speaker011_0122
2883,speaker011_0123
2884,speaker011_0124
2885,speaker011_0125
2886,speaker011_0126
2887,speaker011_0127
2888,speaker011_0128
2889,speaker011_0129
2890,speaker011_0130
2891,speaker011_0131
2892,speaker011_0132
2893,speaker011_0133
2894,speaker011_0134
2895,speaker011_0135
2896,speaker011_0136
2897,speaker011_0137
2898,speaker011_0138
2899,speaker011_0140
2900,speaker011_0141
2901,speaker011_0142
2902,speaker012_0000
2903,speaker012_0001
2904,speaker012_0002
2905,speaker012_0004
2906,speaker012_0005
2907,speaker012_0006
2908,speaker012_0008
2909,speaker012_0009
2910,speaker012_0011
2911,speaker012_0013
2912,speaker012_0014
2913,speaker012_0015
2914,speaker012_0018
2915,speaker012_0019
2916,speaker012_0020
2917,speaker012_0021
2918,speaker012_0022
2919,speaker012_0023
2920,speaker012_0025
2921,speaker012_0027
2922,speaker012_0028
2923,speaker012_0029
2924,speaker012_0030
2925,speaker012_0032
2926,speaker012_0034
2927,speaker012_0035
2928,speaker012_0036
2929,speaker012_0037
2930,speaker012_0038
2931,speaker012_0040
2932,speaker012_0041
2933,speaker012_0042
2934,speaker012_0044
2935,speaker012_0045
2936,speaker012_0047
2937,speaker012_0049
2938,speaker012_0050
2939,speaker012_0051
2940,speaker012_0052
2941,speaker012_0053
2942,speaker012_0054
2943,speaker012_0055
2944,speaker012_0056
2945,speaker012_0058
2946,speaker012_0060
2947,speaker012_0061
2948,speaker012_0063
2949,speaker012_0066
2950,speaker012_0067
2951,speaker012_0069
2952,speaker012_0070
2953,speaker012_0071
2954,speaker012_0073
2955,speaker012_0076
2956,speaker012_0078
2957,speaker012_0080
2958,speaker012_0081
2959,speaker012_0083
2960,speaker012_0084
2961,speaker012_0085
2962,speaker012_0086
2963,speaker012_0089
2964,speaker012_0090
2965,speaker012_0091
2966,speaker012_0092
2967,speaker012_0093
2968,speaker012_0094
2969,speaker012_0096
2970,speaker012_0097
2971,speaker012_0098
2972,speaker012_0099
2973,speaker012_0100
2974,speaker012_0101
2975,speaker012_0102
2976,speaker012_0103
2977,speaker012_0105
2978,speaker012_0106
2979,speaker012_0107
2980,speaker012_0108
2981,speaker012_0109
2982,speaker012_0111
2983,speaker012_0112
2984,speaker012_0113
2985,speaker012_0115
2986,speaker012_0116
2987,speaker012_0118
2988,speaker012_0119
2989,speaker012_0120
2990,speaker012_0121
2991,speaker012_0122
2992,speaker012_0123
2993,speaker012_0124
2994,speaker012_0126
2995,speaker012_0127
2996,speaker012_0128
2997,speaker012_0129
2998,speaker012_0130
2999,speaker012_0133
3000,speaker012_0134
3001,speaker012_0135
3002,speaker012_0136
3003,speaker012_0138
3004,speaker012_0139
3005,speaker012_0142
3006,speaker012_0143
3007,speaker012_0146
3008,speaker012_0147
3009,speaker012_0149
3010,speaker012_0152
3011,speaker012_0154
3012,speaker012_0155
3013,speaker012_0156
3014,speaker012_0159
3015,speaker012_0160
3016,speaker012_0161
3017,speaker012_0167
3018,speaker012_0168
3019,speaker012_0169
3020,speaker012_0170
3021,speaker012_0171
3022,speaker012_0173
3023,speaker012_0178
3024,speaker012_0179
3025,speaker012_0182
3026,speaker012_0184
3027,speaker012_0187
3028,speaker012_0188
3029,speaker012_0189
3030,speaker012_0190
3031,speaker012_0191
3032,speaker012_0192
3033,speaker012_0193
3034,speaker012_0195
3035,speaker012_0196
3036,speaker012_0197
3037,speaker012_0198
3038,speaker012_0199
3039,speaker012_0200
3040,speaker012_0201
3041,speaker012_0203
3042,speaker012_0204
3043,speaker012_0205
3044,speaker012_0206
3045,speaker012_0207
3046,speaker012_0208
3047,speaker012_0210
3048,speaker012_0211
3049,speaker012_0213
3050,speaker012_0214
3051,speaker012_0215
3052,speaker012_0216
3053,speaker012_0217
3054,speaker012_0220
3055,speaker012_0221
3056,speaker012_0222
3057,speaker012_0224
3058,speaker012_0225
3059,speaker012_0226
3060,speaker012_0227
3061,speaker012_0228
3062,speaker012_0229
3063,speaker012_0232
3064,speaker012_0234
3065,speaker012_0235
3066,speaker012_0237
3067,speaker012_0238
3068,speaker012_0239
3069,speaker012_0240
3070,speaker012_0242
3071,speaker012_0243
3072,speaker012_0244
3073,speaker012_0245
3074,speaker012_0247
3075,speaker012_0249
3076,speaker012_0250
3077,speaker012_0251
3078,speaker012_0252
3079,speaker012_0254
3080,speaker012_0255
3081,speaker012_0256
3082,speaker012_0258
3083,speaker012_0259
3084,speaker012_0260
3085,speaker012_0262
3086,speaker012_0263
3087,speaker012_0264
3088,speaker012_0265
3089,speaker012_0266
3090,speaker012_0267
3091,speaker012_0268
3092,speaker012_0269
3093,speaker012_0270
3094,speaker012_0271
3095,speaker012_0272
3096,speaker012_0273
3097,speaker012_0274
3098,speaker012_0276
3099,speaker012_0278
3100,speaker012_0279
3101,speaker012_0281
3102,speaker012_0282
3103,speaker012_0283
3104,speaker012_0284
3105,speaker012_0285
3106,speaker012_0286
3107,speaker012_0289
3108,speaker012_0291
3109,speaker012_0293
3110,speaker012_0295
3111,speaker012_0297
3112,speaker012_0298
3113,speaker012_0302
3114,speaker012_0306
3115,speaker013_0001
3116,speaker013_0002
3117,speaker013_0003
3118,speaker013_0004
3119,speaker013_0006
3120,speaker013_0008
3121,speaker013_0009
3122,speaker013_0010
3123,speaker013_0011
3124,speaker013_0014
3125,speaker013_0015
3126,speaker013_0017
3127,speaker013_0018
3128,speaker013_0019
3129,speaker013_0020
3130,speaker013_0021
3131,speaker013_0022
3132,speaker013_0023
3133,speaker013_0024
3134,speaker013_0025
3135,speaker013_0026
3136,speaker013_0027
3137,speaker013_0028
3138,speaker013_0029
3139,speaker013_0030
3140,speaker013_0032
3141,speaker013_0033
3142,speaker013_0034
3143,speaker013_0036
3144,speaker013_0037
3145,speaker013_0040
3146,speaker013_0041
3147,speaker013_0042
3148,speaker013_0044
3149,speaker013_0045
3150,speaker013_0046
3151,speaker013_0047
3152,speaker013_0048
3153,speaker013_0050
3154,speaker013_0054
3155,speaker013_0055
3156,speaker013_0057
3157,speaker013_0062
3158,speaker013_0063
3159,speaker013_0064
3160,speaker013_0065
3161,speaker013_0066
3162,speaker013_0067
3163,speaker013_0069
3164,speaker013_0072
3165,speaker013_0073
3166,speaker013_0074
3167,speaker013_0075
3168,speaker013_0077
3169,speaker013_0078
3170,speaker013_0079
3171,speaker013_0080
3172,speaker013_0081
3173,speaker013_0082
3174,speaker013_0083
3175,speaker013_0084
3176,speaker013_0086
3177,speaker013_0088
3178,speaker013_0089
3179,speaker013_0090
3180,speaker013_0091
3181,speaker013_0092
3182,speaker013_0094
3183,speaker013_0095
3184,speaker013_0096
3185,speaker013_0097
3186,speaker013_0098
3187,speaker013_0100
3188,speaker013_0102
3189,speaker013_0105
3190,speaker013_0106
3191,speaker013_0107
3192,speaker013_0108
3193,speaker013_0110
3194,speaker013_0111
3195,speaker013_0113
3196,speaker013_0115
3197,speaker013_0117
3198,speaker013_0121
3199,speaker013_0122
3200,speaker013_0123
3201,speaker013_0124
3202,speaker013_0125
3203,speaker013_0126
3204,speaker013_0127
3205,speaker014_0000
3206,speaker014_0001
3207,speaker014_0002
3208,speaker014_0003
3209,speaker014_0004
3210,speaker014_0005
3211,speaker014_0006
3212,speaker014_0007
3213,speaker014_0008
3214,speaker014_0009
3215,speaker014_0011
3216,speaker014_0012
3217,speaker014_0013
3218,speaker014_0016
3219,speaker014_0017
3220,speaker014_0018
3221,speaker014_0020
3222,speaker014_0021
3223,speaker015_0004
3224,speaker015_0005
3225,speaker015_0007
3226,speaker015_0010
3227,speaker015_0011
3228,speaker015_0012
3229,speaker015_0013
3230,speaker015_0014
3231,speaker015_0015
3232,speaker015_0016
3233,speaker015_0018
3234,speaker015_0019
3235,speaker015_0020
3236,speaker015_0021
3237,speaker015_0022
3238,speaker015_0023
3239,speaker015_0025
3240,speaker015_0026
3241,speaker015_0027
3242,speaker015_0028
3243,speaker015_0029
3244,speaker015_0030
3245,speaker015_0033
3246,speaker015_0034
3247,speaker015_0035
3248,speaker015_0036
3249,speaker015_0037
3250,speaker015_0038
3251,speaker015_0039
3252,speaker016_0001
3253,speaker016_0002
3254,speaker016_0003
3255,speaker016_0004
3256,speaker016_0006
3257,speaker016_0007
3258,speaker016_0008
3259,speaker017_0000
3260,speaker017_0001
3261,speaker017_0002
3262,speaker017_0003
3263,speaker017_0004
3264,speaker017_0006
3265,speaker017_0007
3266,speaker017_0008
3267,speaker017_0010
3268,speaker017_0011
3269,speaker017_0012
3270,speaker017_0013
3271,speaker017_0014
3272,speaker017_0017
3273,speaker017_0018
3274,speaker017_0019
3275,speaker017_0021
3276,speaker017_0023
3277,speaker017_0024
3278,speaker017_0025
3279,speaker017_0026
3280,speaker017_0027
3281,speaker017_0028
3282,speaker017_0029
3283,speaker017_0030
3284,speaker017_0031
3285,speaker017_0032
3286,speaker017_0033
3287,speaker017_0034
3288,speaker017_0035
3289,speaker017_0036
3290,speaker017_0037
3291,speaker017_0043
3292,speaker017_0044
3293,speaker017_0045
3294,speaker017_0046
3295,speaker017_0047
3296,speaker017_0049
3297,speaker017_0050
3298,speaker017_0051
3299,speaker017_0054
3300,speaker017_0056
3301,speaker017_0059
3302,speaker017_0061
3303,speaker017_0063
3304,speaker017_0064
3305,speaker017_0065
3306,speaker017_0067
3307,speaker017_0068
3308,speaker017_0069
3309,speaker017_0071
3310,speaker017_0072
3311,speaker017_0073
3312,speaker017_0075
3313,speaker017_0076
3314,speaker017_0077
3315,speaker017_0078
3316,speaker017_0079
3317,speaker017_0080
3318,speaker017_0082
3319,speaker017_0083
3320,speaker017_0084
3321,speaker017_0085
3322,speaker017_0086
3323,speaker017_0087
3324,speaker017_0088
3325,speaker017_0089
3326,speaker017_0090
3327,speaker017_0091
3328,speaker017_0092
3329,speaker017_0093
3330,speaker017_0094
3331,speaker017_0102
3332,speaker017_0104
3333,speaker017_0108
3334,speaker017_0110
3335,speaker017_0111
3336,speaker017_0112
3337,speaker017_0113
3338,speaker017_0114
3339,speaker017_0115
3340,speaker017_0116
3341,speaker017_0117
3342,speaker017_0120
3343,speaker017_0121
3344,speaker017_0123
3345,speaker017_0124
3346,speaker017_0125
3347,speaker017_0126
3348,speaker017_0128
3349,speaker017_0129
3350,speaker017_0130
3351,speaker017_0135
3352,speaker017_0136
3353,speaker017_0138
3354,speaker017_0140
3355,speaker017_0141
3356,speaker017_0144
3357,speaker017_0145
3358,speaker017_0148
3359,speaker017_0149
3360,speaker017_0151
3361,speaker017_0152
3362,speaker017_0155
3363,speaker017_0158
3364,speaker017_0159
3365,speaker017_0160
3366,speaker017_0161
3367,speaker017_0162
3368,speaker017_0163
3369,speaker017_0164
3370,speaker017_0165
3371,speaker017_0166
3372,speaker018_0000
3373,speaker018_0002
3374,speaker018_0003
3375,speaker018_0004
3376,speaker018_0005
3377,speaker018_0008
3378,speaker018_0009
3379,speaker018_0010
3380,speaker018_0012
3381,speaker018_0013
3382,speaker018_0014
3383,speaker018_0015
3384,speaker018_0016
3385,speaker018_0017
3386,speaker018_0018
3387,speaker018_0020
3388,speaker018_0021
3389,speaker018_0022
3390,speaker019_0000
3391,speaker019_0002
3392,speaker019_0003
3393,speaker019_0004
3394,speaker019_0006
3395,speaker019_0007
3396,speaker019_0008
3397,speaker019_0009
3398,speaker019_0011
3399,speaker019_0012
3400,speaker019_0014
3401,speaker019_0015
3402,speaker019_0016
3403,speaker019_0021
3404,speaker019_0022
3405,speaker019_0024
3406,speaker019_0025
3407,speaker019_0027
3408,speaker019_0028
3409,speaker019_0029
3410,speaker019_0030
3411,speaker019_0034
3412,speaker019_0035
3413,speaker019_0036
3414,speaker019_0037
3415,speaker019_0039
3416,speaker019_0040
3417,speaker019_0042
3418,speaker019_0043
3419,speaker019_0044
3420,speaker019_0046
3421,speaker019_0047
3422,speaker019_0049
3423,speaker019_0050
3424,speaker019_0051
3425,speaker019_0052
3426,speaker019_0053
3427,speaker019_0054
3428,speaker019_0055
3429,speaker019_0056
3430,speaker019_0058
3431,speaker019_0060
3432,speaker019_0062
3433,speaker019_0063
3434,speaker019_0064
3435,speaker019_0065
3436,speaker019_0066
3437,speaker019_0067
3438,speaker019_0069
3439,speaker019_0072
3440,speaker019_0073
3441,speaker019_0074
3442,speaker019_0075
3443,speaker019_0076
3444,speaker019_0077
3445,speaker019_0079
3446,speaker019_0081
3447,speaker019_0082
3448,speaker019_0083
3449,speaker019_0084
3450,speaker019_0087
3451,speaker019_0088
3452,speaker019_0089
3453,speaker019_0090
3454,speaker019_0091
3455,speaker019_0092
3456,speaker019_0093
3457,speaker019_0095
3458,speaker019_0096
3459,speaker020_0000
3460,speaker020_0001
3461,speaker020_0002
3462,speaker020_0003
3463,speaker020_0004
3464,speaker020_0005
3465,speaker020_0006
3466,speaker020_0009
3467,speaker020_0012
3468,speaker020_0014
3469,speaker020_0015
3470,speaker020_0016
3471,speaker020_0018
3472,speaker020_0019
3473,speaker020_0020
3474,speaker020_0021
3475,speaker020_0022
3476,speaker020_0023
3477,speaker020_0024
3478,speaker020_0026
3479,speaker020_0027
3480,speaker020_0028
3481,speaker020_0029
3482,speaker020_0030
3483,speaker020_0031
3484,speaker020_0032
3485,speaker020_0034
3486,speaker020_0035
3487,speaker020_0036
3488,speaker020_0037
3489,speaker020_0042
3490,speaker020_0043
3491,speaker020_0045
3492,speaker020_0046
3493,speaker020_0047
3494,speaker020_0048
3495,speaker020_0049
3496,speaker020_0051
3497,speaker020_0052
3498,speaker020_0054
3499,speaker020_0055
3500,speaker020_0056
3501,speaker020_0057
3502,speaker020_0058
3503,speaker020_0060
3504,speaker020_0061
3505,speaker020_0062
3506,speaker020_0065
3507,speaker020_0066
3508,speaker020_0067
3509,speaker020_0068
3510,speaker020_0069
3511,speaker020_0071
3512,speaker020_0072
3513,speaker020_0074
3514,speaker020_0075
3515,speaker020_0076
3516,speaker020_0077
3517,speaker020_0078
3518,speaker020_0079
3519,speaker020_0080
3520,speaker020_0081
3521,speaker020_0085
3522,speaker020_0088
3523,speaker020_0089
3524,speaker021_0000
3525,speaker021_0001
3526,speaker021_0003
3527,speaker021_0006
3528,speaker021_0007
3529,speaker022_0000
3530,speaker022_0001
3531,speaker022_0003
3532,speaker022_0004
3533,speaker022_0005
3534,speaker022_0008
3535,speaker022_0009
3536,speaker022_0010
3537,speaker022_0011
3538,speaker022_0012
3539,speaker022_0014
3540,speaker022_0016
3541,speaker022_0017
3542,speaker022_0018
3543,speaker022_0019
3544,speaker022_0020
3545,speaker022_0021
3546,speaker022_0022
3547,speaker022_0023
3548,speaker022_0024
3549,speaker022_0025
3550,speaker022_0027
3551,speaker022_0029
3552,speaker022_0030
3553,speaker022_0031
3554,speaker022_0034
3555,speaker022_0036
3556,speaker022_0037
3557,speaker022_0038
3558,speaker022_0039
3559,speaker022_0040
3560,speaker022_0045
3561,speaker022_0046
3562,speaker022_0047
3563,speaker022_0049
3564,speaker022_0050
3565,speaker022_0051
3566,speaker022_0052
3567,speaker022_0054
3568,speaker022_0055
3569,speaker022_0056
3570,speaker022_0058
3571,speaker022_0059
3572,speaker022_0060
3573,speaker022_0061
3574,speaker022_0062
3575,speaker022_0064
3576,speaker022_0065
3577,speaker022_0066
3578,speaker022_0067
3579,speaker022_0068
3580,speaker022_0069
3581,speaker022_0070
3582,speaker022_0071
3583,speaker022_0073
3584,speaker022_0074
3585,speaker022_0076
3586,speaker022_0077
3587,speaker022_0078
3588,speaker022_0079
3589,speaker022_0080
3590,speaker022_0081
3591,speaker022_0082
3592,speaker022_0083
3593,speaker022_0084
3594,speaker022_0085
3595,speaker022_0086
3596,speaker022_0087
3597,speaker022_0089
3598,speaker022_0090
3599,speaker022_0091
3600,speaker022_0092
3601,speaker022_0093
3602,speaker022_0094
3603,speaker022_0095
3604,speaker022_0098
3605,speaker022_0099
3606,speaker022_0100
3607,speaker022_0102
3608,speaker022_0103
3609,speaker022_0104
3610,speaker022_0106
3611,speaker022_0107
3612,speaker022_0110
3613,speaker022_0111
3614,speaker022_0112
3615,speaker022_0113
3616,speaker022_0114
3617,speaker022_0116
3618,speaker022_0117
3619,speaker022_0118
3620,speaker022_0120
3621,speaker022_0121
3622,speaker022_0122
3623,speaker022_0123
3624,speaker022_0125
3625,speaker022_0128
3626,speaker022_0130
3627,speaker022_0133
3628,speaker022_0136
3629,speaker022_0137
3630,speaker022_0138
3631,speaker022_0139
3632,speaker022_0140
3633,speaker022_0141
3634,speaker022_0142
3635,speaker022_0144
3636,speaker022_0145
3637,speaker022_0146
3638,speaker022_0147
3639,speaker022_0150
3640,speaker022_0151
3641,speaker022_0152
3642,speaker022_0153
3643,speaker022_0154
3644,speaker022_0155
3645,speaker022_0157
3646,speaker022_0158
3647,speaker022_0160
3648,speaker022_0163
3649,speaker022_0164
3650,speaker022_0165
3651,speaker022_0166
3652,speaker022_0167
3653,speaker022_0168
3654,speaker022_0170
3655,speaker022_0171
3656,speaker022_0172
3657,speaker022_0176
3658,speaker022_0179
3659,speaker022_0180
3660,speaker022_0184
3661,speaker022_0185
3662,speaker022_0186
3663,speaker022_0187
3664,speaker022_0188
3665,speaker022_0189
3666,speaker022_0190
3667,speaker022_0191
3668,speaker022_0192
3669,speaker022_0193
3670,speaker022_0194
3671,speaker022_0195
3672,speaker022_0199
3673,speaker022_0202
3674,speaker022_0203
3675,speaker022_0204
3676,speaker022_0206
3677,speaker022_0207
3678,speaker022_0208
3679,speaker022_0209
3680,speaker022_0210
3681,speaker022_0211
3682,speaker022_0212
3683,speaker022_0213
3684,speaker022_0214
3685,speaker022_0216
3686,speaker022_0218
3687,speaker022_0219
3688,speaker022_0222
3689,speaker022_0224
3690,speaker022_0225
3691,speaker022_0226
3692,speaker022_0228
3693,speaker022_0230
3694,speaker022_0231
3695,speaker022_0233
3696,speaker022_0234
3697,speaker022_0236
3698,speaker023_0000
3699,speaker023_0001
3700,speaker023_0002
3701,speaker023_0003
3702,speaker023_0004
3703,speaker023_0006
3704,speaker023_0007
3705,speaker023_0008
3706,speaker023_0012
3707,speaker023_0013
3708,speaker023_0014
3709,speaker023_0015
3710,speaker023_0016
3711,speaker023_0017
3712,speaker023_0018
3713,speaker023_0019
3714,speaker023_0021
3715,speaker023_0022
3716,speaker023_0024
3717,speaker023_0025
3718,speaker023_0026
3719,speaker023_0027
3720,speaker023_0028
3721,speaker023_0030
3722,speaker023_0031
3723,speaker023_0032
3724,speaker023_0033
3725,speaker023_0034
3726,speaker023_0035
3727,speaker023_0037
3728,speaker023_0039
3729,speaker023_0043
3730,speaker023_0044
3731,speaker023_0045
3732,speaker023_0046
3733,speaker023_0048
3734,speaker023_0049
3735,speaker023_0050
3736,speaker023_0053
3737,speaker023_0054
3738,speaker023_0055
3739,speaker023_0056
3740,speaker023_0058
3741,speaker023_0060
3742,speaker023_0074
3743,speaker023_0075
3744,speaker023_0076
3745,speaker023_0077
3746,speaker023_0078
3747,speaker023_0079
3748,speaker023_0080
3749,speaker023_0082
3750,speaker023_0083
3751,speaker023_0084
3752,speaker023_0088
3753,speaker023_0089
3754,speaker024_0000
3755,speaker024_0002
3756,speaker024_0004
3757,speaker024_0006
3758,speaker024_0007
3759,speaker024_0008
3760,speaker024_0009
3761,speaker024_0010
3762,speaker024_0012
3763,speaker024_0013
3764,speaker024_0014
3765,speaker024_0016
3766,speaker024_0018
3767,speaker024_0019
3768,speaker024_0020
3769,speaker024_0023
3770,speaker024_0024
3771,speaker024_0026
3772,speaker024_0027
3773,speaker024_0028
3774,speaker024_0029
3775,speaker024_0031
3776,speaker024_0034
3777,speaker024_0035
3778,speaker024_0037
3779,speaker024_0038
3780,speaker024_0039
3781,speaker024_0040
3782,speaker024_0042
3783,speaker024_0043
3784,speaker024_0045
3785,speaker024_0046
3786,speaker024_0048
3787,speaker024_0049
3788,speaker024_0050
3789,speaker024_0051
3790,speaker024_0052
3791,speaker024_0053
3792,speaker024_0054
3793,speaker024_0056
3794,speaker024_0058
3795,speaker024_0059
3796,speaker024_0062
3797,speaker024_0063
3798,speaker024_0065
3799,speaker024_0066
3800,speaker024_0067
3801,speaker024_0068
3802,speaker024_0069
3803,speaker024_0070
3804,speaker024_0071
3805,speaker024_0073
3806,speaker024_0074
3807,speaker024_0075
3808,speaker024_0076
3809,speaker024_0077
3810,speaker024_0078
3811,speaker024_0079
3812,speaker024_0080
3813,speaker024_0082
3814,speaker024_0083
3815,speaker024_0084
3816,speaker024_0085
3817,speaker024_0086
3818,speaker024_0087
3819,speaker024_0090
3820,speaker024_0092
3821,speaker024_0093
3822,speaker024_0095
3823,speaker024_0097
3824,speaker024_0098
3825,speaker024_0100
3826,speaker024_0101
3827,speaker024_0102
3828,speaker024_0104
3829,speaker024_0105
3830,speaker024_0107
3831,speaker024_0110
3832,speaker024_0111
3833,speaker024_0116
3834,speaker024_0117
3835,speaker024_0118
3836,speaker024_0119
3837,speaker024_0121
3838,speaker024_0122
3839,speaker024_0123
3840,speaker024_0124
3841,speaker024_0125
3842,speaker024_0127
3843,speaker024_0128
3844,speaker024_0130
3845,speaker024_0131
3846,speaker024_0133
3847,speaker024_0134
3848,speaker024_0136
3849,speaker024_0137
3850,speaker024_0138
3851,speaker025_0000
3852,speaker025_0002
3853,speaker025_0003
3854,speaker025_0004
3855,speaker025_0005
3856,speaker025_0007
3857,speaker025_0009
3858,speaker025_0011
3859,speaker025_0012
3860,speaker025_0013
3861,speaker025_0014
3862,speaker025_0015
3863,speaker025_0016
3864,speaker025_0019
3865,speaker025_0020
3866,speaker025_0021
3867,speaker025_0022
3868,speaker025_0024
3869,speaker025_0025
3870,speaker025_0027
3871,speaker025_0028
3872,speaker025_0029
3873,speaker025_0030
3874,speaker025_0031
3875,speaker025_0032
3876,speaker025_0033
3877,speaker025_0035
3878,speaker025_0038
3879,speaker025_0039
3880,speaker025_0040
3881,speaker025_0042
3882,speaker025_0044
3883,speaker025_0046
3884,speaker025_0047
3885,speaker025_0048
3886,speaker025_0049
3887,speaker025_0050
3888,speaker025_0052
3889,speaker025_0053
3890,speaker025_0055
3891,speaker025_0056
3892,speaker025_0057
3893,speaker025_0059
3894,speaker025_0060
3895,speaker025_0061
3896,speaker025_0063
3897,speaker025_0064
3898,speaker025_0065
3899,speaker025_0066
3900,speaker025_0067
3901,speaker025_0070
3902,speaker025_0071
3903,speaker025_0073
3904,speaker025_0074
3905,speaker025_0075
